#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Fusarium graminearum PH-1","Eukaryota;Fungi;Ascomycetes","PH-1; NRRL 31084","SAMN02953593","PRJNA13839","GCA_000240135.3"," Chromosome",36.458,48.3278,"chromosome 1:NC_026474.1/CM000574.1; chromosome 2:NC_026475.1/CM000575.1; chromosome 3:NC_026476.1/CM000576.1; chromosome 4:NC_026477.1/CM000577.1","AACM02",31,13313,"2003-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/135/GCA_000240135.3_ASM24013v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/135/GCF_000240135.3_ASM24013v3"
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","HB-14","SAMN06050098","PRJNA354675","GCA_003016015.1","Scaffold",38.2015,51.8,,"MQPH01",2005,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/015/GCA_003016015.1_ASM301601v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN8773R-27","SAMN06050144","PRJNA354675","GCA_003016575.1","Scaffold",37.3754,51.7,,"MQRB01",1548,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/575/GCA_003016575.1_ASM301657v1",
"Fusarium oxysporum f. sp. lilii","Eukaryota;Fungi;Ascomycetes","Fol39","SAMN07201019","PRJNA389501","GCA_002234115.1","Scaffold",53.3814,47.4,,"NJCF01",1677,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/115/GCA_002234115.1_Folil_Fol39",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol075","SAMN04348798","PRJNA306247","GCA_001703135.1","Scaffold",50.6492,47.7,,"MALT01",2009,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/135/GCA_001703135.1_Fol075",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","JS08-611","SAMN06050104","PRJNA354675","GCA_003016275.1","Scaffold",38.1997,51.8,,"MQPN01",1976,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/275/GCA_003016275.1_ASM301627v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","B2","SAMN05580113","PRJNA320483","GCA_002218465.1","Scaffold",41.7719,50.4,,"MDUN01",1332,0,"2017-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/465/GCA_002218465.1_ASM221846v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol072","SAMN04348795","PRJNA306247","GCA_001703065.1","Scaffold",50.0556,47.8,,"MALQ01",1859,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/065/GCA_001703065.1_Fol072",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","FoMN14","SAMN04348799","PRJNA306247","GCA_001703125.1","Scaffold",48.9969,47.9,,"MALU01",1978,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/125/GCA_001703125.1_FoMN14",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GD08-2025","SAMN06050097","PRJNA354675","GCA_003016195.1","Scaffold",37.9737,51.8,,"MQPG01",2008,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/195/GCA_003016195.1_ASM301619v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","ZJ00-10","SAMN06050145","PRJNA354675","GCA_003017255.1","Scaffold",37.8513,51.8,,"MQRC01",1875,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/255/GCA_003017255.1_ASM301725v1",
"Fusarium oxysporum f. sp. luffae","Eukaryota;Fungi;Ascomycetes","Fol-167","SAMN07201021","PRJNA389501","GCA_002233855.1","Scaffold",48.2692,47.6,,"NJCD01",590,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/855/GCA_002233855.1_Foluf_002",
"Fusarium oxysporum f. sp. gladioli","Eukaryota;Fungi;Ascomycetes","G2","SAMN07201013","PRJNA389501","GCA_002233895.1","Scaffold",53.2273,47.5,,"NJCL01",2454,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/895/GCA_002233895.1_Fogla_G2",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GUY11","SAMN06050151","PRJNA354811","GCA_002368525.1","Scaffold",37.4902,51.4,,"MQOR01",1182,0,"2017-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/525/GCA_002368525.1_ASM236852v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","ZJ08-41","SAMN06050146","PRJNA354675","GCA_003016625.1","Scaffold",37.8234,51.9,,"MQRD01",1871,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/625/GCA_003016625.1_ASM301662v1",
"Fusarium oxysporum f. sp. cucumerinum","Eukaryota;Fungi;Ascomycetes","Foc013","SAMN04348757","PRJNA306247","GCA_001702495.1","Scaffold",48.8929,47.6,,"MABJ01",1129,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/495/GCA_001702495.1_Foc013",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","SC-10-120-65-2","SAMN06050115","PRJNA354675","GCA_003016395.1","Scaffold",38.3298,51.3,,"MQPY01",1726,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/395/GCA_003016395.1_ASM301639v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-TN4-2","SAMN06050133","PRJNA354675","GCA_003017025.1","Scaffold",39.1997,51.1,,"MQQQ01",1886,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/025/GCA_003017025.1_ASM301702v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","CS5870","SAMN06234613","PRJNA361522","GCA_002894245.1","Scaffold",51.3814,47.3,,"MTPZ01",1295,0,"2018-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/894/245/GCA_002894245.1_CS5870v1",
"Fusarium oxysporum f. sp. lagenariae","Eukaryota;Fungi;Ascomycetes","Lag:3-1","SAMN07201017","PRJNA389501","GCA_002234135.1","Scaffold",47.9475,47.6,,"NJCH01",764,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/135/GCA_002234135.1_Folag_004",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-2-7-2-A-1","SAMN06050126","PRJNA354675","GCA_003016465.1","Scaffold",39.2276,51.2,,"MQQJ01",1861,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/465/GCA_003016465.1_ASM301646v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","DB11-621","SAMN06050068","PRJNA354675","GCA_003015545.1","Scaffold",38.3319,51.8,,"MQNZ01",2046,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/545/GCA_003015545.1_ASM301554v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","MOD1-FUNGI16","SAMN10078288","PRJNA482816","GCA_003705035.1","Contig",44.449,48.3,,"RBCA01",944,0,"2018-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/705/035/GCA_003705035.1_ASM370503v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","KOD888","SAMN07201032","PRJNA389501","GCA_002233955.1","Scaffold",59.4208,46.5,,"NJBU01",11382,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/955/GCA_002233955.1_Fophy_KOD888",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ81278","SAMN06050150","PRJNA354811","GCA_002368515.1","Scaffold",38.0289,51.2,,"MQOQ01",1415,0,"2017-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/515/GCA_002368515.1_ASM236851v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ86061ZE3-39","SAMN06050089","PRJNA354675","GCA_003015935.1","Scaffold",39.0626,51.1,,"MQOY01",1749,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/935/GCA_003015935.1_ASM301593v1",
"Fusarium oxysporum f. sp. cucumerinum","Eukaryota;Fungi;Ascomycetes","Foc011","SAMN04348756","PRJNA306247","GCA_001703455.1","Scaffold",48.6596,47.6,,"MABT01",1133,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/455/GCA_001703455.1_Foc011",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ81221ZB11-14","SAMN06050087","PRJNA354675","GCA_003016105.1","Scaffold",38.5591,51.2,,"MQOW01",2049,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/105/GCA_003016105.1_ASM301610v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-12CY-TB1-2","SAMN06050118","PRJNA354675","GCA_003016805.1","Scaffold",38.9691,51.2,,"MQQB01",1864,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/805/GCA_003016805.1_ASM301680v1",
"Fusarium oxysporum f. sp. narcissi","Eukaryota;Fungi;Ascomycetes","Na5","SAMN07201025","PRJNA389501","GCA_002233775.1","Scaffold",55.525,47.8,,"NJCV01",3497,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/775/GCA_002233775.1_Fonar_Na5",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","Fo_CB3","SAMN05529103","PRJNA338256","GCA_003615165.1","Scaffold",50.5155,48,,"MRCZ01",1719,18150,"2018-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/165/GCA_003615165.1_Fo_CB3_v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN126441","SAMN06050142","PRJNA354675","GCA_003016585.1","Scaffold",38.7231,51.3,,"MQQZ01",1959,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/585/GCA_003016585.1_ASM301658v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","SC-10-25-44-1","SAMN06050116","PRJNA354675","GCA_003016795.1","Scaffold",38.7194,51.2,,"MQPZ01",1798,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/795/GCA_003016795.1_ASM301679v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","VEG-01C2","SAMN08662975","PRJNA437451","GCA_003025235.1","Scaffold",48.4772,47.9,,"PXUN01",3653,0,"2018-03-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/025/235/GCA_003025235.1_ASM302523v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-CYBP1-3","SAMN06050129","PRJNA354675","GCA_003016495.1","Scaffold",39.0758,51.2,,"MQQM01",1850,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/495/GCA_003016495.1_ASM301649v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","SV9610","SAMN04318449","PRJNA304354","GCA_001548845.1","Scaffold",39.3255,51.3,,"LOFE01",1546,0,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/845/GCA_001548845.1_SV9610",
"Fusarium oxysporum f. sp. pisi HDV247","Eukaryota;Fungi;Ascomycetes","HDV247","SAMN02981366","PRJNA72771","GCA_000260075.2","Scaffold",55.1882,47.6,,"AGBI01",472,26378,"2012-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/075/GCA_000260075.2_FO_HDV247_V1",
"Fusarium oxysporum f. sp. lagenariae","Eukaryota;Fungi;Ascomycetes","01-03008","SAMN07201015","PRJNA389501","GCA_002234185.1","Scaffold",53.8719,47.3,,"NJCJ01",1728,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/185/GCA_002234185.1_Folag_001",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-6-2-2-B-1","SAMN06050127","PRJNA354675","GCA_003016955.1","Scaffold",38.7496,51.2,,"MQQK01",1715,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/955/GCA_003016955.1_ASM301695v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","AV1-1-1","SAMN06050065","PRJNA354675","GCA_003015475.1","Scaffold",38.8869,51.2,,"MQNW01",1808,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/475/GCA_003015475.1_ASM301547v1",
"Fusarium oxysporum f. sp. gladioli","Eukaryota;Fungi;Ascomycetes","G14","SAMN07201012","PRJNA389501","GCA_002233915.1","Scaffold",56.3281,47.2,,"NJCM01",2859,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/915/GCA_002233915.1_Fogla_G14",
"Fusarium oxysporum f. sp. momordicae","Eukaryota;Fungi;Ascomycetes","NRRL26413","SAMN07201023","PRJNA389501","GCA_002233865.1","Scaffold",51.5191,47.5,,"NJCB01",1317,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/865/GCA_002233865.1_Fomom_001",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","PL3-1","SAMN08009572","PRJNA320483","GCA_002924825.1","Contig",42.4835,50.1,,"PJXX01",1722,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/825/GCA_002924825.1_ASM292482v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","WD-3-1_1","SAMN06050134","PRJNA354675","GCA_003017035.1","Scaffold",38.6545,51.2,,"MQQR01",1877,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/035/GCA_003017035.1_ASM301703v1",
"Fusarium oxysporum f. sp. gladioli","Eukaryota;Fungi;Ascomycetes","G76","SAMN07201014","PRJNA389501","GCA_002234195.1","Scaffold",56.1321,47.2,,"NJCK01",3146,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/195/GCA_002234195.1_Fogla_G76",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-PT1-1","SAMN06050130","PRJNA354675","GCA_003016965.1","Scaffold",38.9256,51.2,,"MQQN01",1891,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/965/GCA_003016965.1_ASM301696v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","SV9623","SAMN04318450","PRJNA304354","GCA_001548855.1","Scaffold",39.3768,51.2,,"LOFF01",1514,0,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/855/GCA_001548855.1_SV9623",
"Fusarium oxysporum f. sp. niveum","Eukaryota;Fungi;Ascomycetes","Fon019","SAMN04348781","PRJNA306247","GCA_001702715.1","Scaffold",49.7246,47.6,,"MAMH01",1758,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/715/GCA_001702715.1_Fon019",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-12HL-YL2-1","SAMN06050120","PRJNA354675","GCA_003016855.1","Scaffold",38.9947,51.2,,"MQQD01",1920,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/855/GCA_003016855.1_ASM301685v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-PT3-1","SAMN06050131","PRJNA354675","GCA_003016505.1","Scaffold",38.9779,51.3,,"MQQO01",1955,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/505/GCA_003016505.1_ASM301650v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ81-JY","SAMN06050083","PRJNA354675","GCA_003015825.1","Scaffold",38.7283,51.3,,"MQOS01",1895,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/825/GCA_003015825.1_ASM301582v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-1-1-1-B-1","SAMN06050117","PRJNA354675","GCA_003016415.1","Scaffold",39.2642,51.2,,"MQQA01",1976,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/415/GCA_003016415.1_ASM301641v1",
"Fusarium oxysporum f. sp. lagenariae","Eukaryota;Fungi;Ascomycetes","Lag:1-1","SAMN07201018","PRJNA389501","GCA_002233875.1","Scaffold",54.6462,47.3,,"NJCG01",2079,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/875/GCA_002233875.1_Folag_005",
"Fusarium oxysporum f. sp. cucumerinum","Eukaryota;Fungi;Ascomycetes","Foc001","SAMN04348755","PRJNA306247","GCA_001702515.1","Scaffold",51.3943,47.3,,"MAKZ01",1325,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/515/GCA_001702515.1_Foc001",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-12TN-HB2-2","SAMN06050122","PRJNA354675","GCA_003016895.1","Scaffold",39.0325,51.2,,"MQQF01",1805,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/895/GCA_003016895.1_ASM301689v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-12HL-DF1-2","SAMN06050119","PRJNA354675","GCA_003016825.1","Scaffold",38.701,51.2,,"MQQC01",1802,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/825/GCA_003016825.1_ASM301682v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GD-05-029b","SAMN06050095","PRJNA354675","GCA_003016175.1","Scaffold",37.9365,51.4,,"MQPE01",1653,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/175/GCA_003016175.1_ASM301617v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","JS-10-6-1-2","SAMN06050103","PRJNA354675","GCA_003016085.1","Scaffold",38.5562,51.3,,"MQPM01",1667,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/085/GCA_003016085.1_ASM301608v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","VEG-01C1","SAMN08662974","PRJNA437451","GCA_003025205.1","Scaffold",48.787,47.6,,"PXUO01",2969,0,"2018-03-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/025/205/GCA_003025205.1_ASM302520v1",
"Fusarium oxysporum f. sp. melongenae","Eukaryota;Fungi;Ascomycetes","J-71","SAMN07201022","PRJNA389501","GCA_002234085.1","Scaffold",52.3093,47.4,,"NJCC01",1726,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/085/GCA_002234085.1_Fomel_001",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-PT6-1","SAMN06050132","PRJNA354675","GCA_003016985.1","Scaffold",39.072,51.2,,"MQQP01",1894,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/985/GCA_003016985.1_ASM301698v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-12YL-DP1-1","SAMN06050124","PRJNA354675","GCA_003016425.1","Scaffold",38.8793,51.3,,"MQQH01",1927,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/425/GCA_003016425.1_ASM301642v1",
"Fusarium oxysporum f. sp. narcissi","Eukaryota;Fungi;Ascomycetes","N139","SAMN05526391","PRJNA338236","GCA_004141715.1","Scaffold",57.5176,47.8,,"MQTW01",4349,20668,"2019-02-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/141/715/GCA_004141715.1_FoN_N139_v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","KA2-1-1","SAMN06050110","PRJNA354675","GCA_003016715.1","Scaffold",39.294,51.2,,"MQPT01",1855,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/715/GCA_003016715.1_ASM301671v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-12TD-RH1-1","SAMN06050121","PRJNA354675","GCA_003016875.1","Scaffold",39.0291,51.2,,"MQQE01",1791,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/875/GCA_003016875.1_ASM301687v1",
"Fusarium oxysporum f. sp. cucumerinum","Eukaryota;Fungi;Ascomycetes","Foc037","SAMN04348763","PRJNA306247","GCA_001702635.1","Scaffold",48.3963,47.3,,"MABP01",1314,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/635/GCA_001702635.1_Foc037",
"Fusarium oxysporum f. sp. melonis","Eukaryota;Fungi;Ascomycetes","Fom005","SAMN04348768","PRJNA306247","GCA_001703205.1","Scaffold",54.4989,47.5,,"MALY01",2472,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/205/GCA_001703205.1_Fom005",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Py5020","SAMN05762829","PRJNA320483","GCA_002218435.1","Scaffold",42.6706,50.1,,"MKIG01",1386,0,"2017-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/435/GCA_002218435.1_ASM221843v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","V86010","SAMN06392751","PRJNA376429","GCA_002105295.1","Scaffold",38.9347,51.1,,"MWIT01",1924,0,"2017-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/295/GCA_002105295.1_ASM210529v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","MOD1-FUNGI11","SAMN10078283","PRJNA482816","GCA_003705045.1","Contig",46.2821,48.4,,"RBCF01",1377,0,"2018-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/705/045/GCA_003705045.1_ASM370504v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ0204804","SAMN06050069","PRJNA354675","GCA_003015555.1","Scaffold",38.025,51.6,,"MQOA01",1719,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/555/GCA_003015555.1_ASM301555v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ98099","SAMN06050092","PRJNA354675","GCA_003015975.1","Scaffold",38.4836,51.2,,"MQPB01",1722,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/975/GCA_003015975.1_ASM301597v1",
"Fusarium oxysporum f. sp. lagenariae","Eukaryota;Fungi;Ascomycetes","03-05118","SAMN07201016","PRJNA389501","GCA_002234165.1","Scaffold",56.0878,47.1,,"NJCI01",2650,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/165/GCA_002234165.1_Folag_002",
"Fusarium oxysporum f. sp. niveum","Eukaryota;Fungi;Ascomycetes","Fon010","SAMN04348778","PRJNA306247","GCA_001702785.1","Scaffold",55.4715,47.3,,"MALB01",3377,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/785/GCA_001702785.1_Fon010",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ2001-112B","SAMN06050076","PRJNA354675","GCA_003015705.1","Scaffold",38.6895,51.2,,"MQOH01",1697,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/705/GCA_003015705.1_ASM301570v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","KA1-3-1","SAMN06050109","PRJNA354675","GCA_003016705.1","Scaffold",39.3455,51.1,,"MQPS01",2079,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/705/GCA_003016705.1_ASM301670v1",
"Fusarium oxysporum f. sp. medicaginis","Eukaryota;Fungi;Ascomycetes","Fom-5190a","SAMN03951876","PRJNA294248","GCA_001652425.1","Scaffold",51.1399,48.2,,"LSNI01",4034,0,"2016-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/652/425/GCA_001652425.1_ASM165242v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ95085AZB13-116","SAMN06050091","PRJNA354675","GCA_003016115.1","Scaffold",38.151,51.3,,"MQPA01",1722,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/115/GCA_003016115.1_ASM301611v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ72ZC7-77","SAMN06050081","PRJNA354675","GCA_003015815.1","Scaffold",37.8458,51.3,,"MQOM01",1533,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/815/GCA_003015815.1_ASM301581v1",
"Fusarium oxysporum f. sp. melonis","Eukaryota;Fungi;Ascomycetes","Fom016","SAMN04348775","PRJNA306247","GCA_001703365.1","Scaffold",52.9425,47.8,,"MAMF01",2257,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/365/GCA_001703365.1_Fom016",
